Date,AGG,BA,FMS,GAIA,GOOG,QQQ,RC,SPY,T
2015-02-24,111.23999786376953,154.3800048828125,37.099998474121094,6.5,534.6221923828125,108.5999984741211,17.610000610351562,211.80999755859375,34.04999923706055
2015-02-25,111.31999969482422,153.00999450683594,39.27000045776367,6.510000228881836,542.3809204101562,108.33000183105469,17.6200008392334,211.6300048828125,34.209999084472656
2015-02-26,110.91999816894531,151.72999572753906,39.91999816894531,6.489999771118164,553.9591064453125,108.87999725341797,17.799999237060547,211.3800048828125,34.5
2015-02-27,111.19999694824219,150.85000610351562,40.7599983215332,6.389999866485596,556.87109375,108.4000015258789,17.81999969482422,210.66000366210938,34.560001373291016
2015-03-02,110.44999694824219,153.8000030517578,41.130001068115234,6.230000019073486,569.7756958007812,109.37999725341797,17.950000762939453,211.99000549316406,34.63999938964844
2015-03-03,110.30999755859375,155.57000732421875,41.029998779296875,6.099999904632568,572.0693969726562,108.87000274658203,17.809999465942383,211.1199951171875,34.40999984741211
2015-03-04,110.37000274658203,154.35000610351562,40.7599983215332,6.079999923706055,571.8001098632812,108.44999694824219,17.75,210.22999572753906,34.0
2015-03-05,110.41999816894531,154.47000122070312,40.970001220703125,6.079999923706055,573.7547607421875,108.63999938964844,17.739999771118164,210.4600067138672,34.0
2015-03-06,109.69999694824219,153.1199951171875,40.45000076293945,6.170000076293945,566.1306762695312,107.41000366210938,17.610000610351562,207.5,33.47999954223633
2015-03-09,109.9800033569336,154.75,40.779998779296875,6.46999979019165,567.29248046875,107.72000122070312,17.799999237060547,208.36000061035156,33.349998474121094
2015-03-10,110.23999786376953,152.4199981689453,40.290000915527344,6.739999771118164,553.4904174804688,105.72000122070312,17.850000381469727,204.97999572753906,32.779998779296875
2015-03-11,110.45999908447266,151.1699981689453,40.279998779296875,7.110000133514404,549.6708984375,105.11000061035156,18.010000228881836,204.5,32.619998931884766
